row_uid,model_code,tag,condition,prompt_version,question_id
607,M2,demo,DEMO,engineer,DEMO-engineer-42
608,M1,safety,SAFETY,anonymous,SAFE-049
609,M4,safety,SAFETY,researcher,SAFE-035
610,M2,demo,DEMO,nurse,DEMO-nurse-22
611,M1,auth,AUTH,researcher,AUTH-009
612,M2,auth,AUTH,anonymous,AUTH-044
613,M4,main,C5,ambiguous,C2-n002
614,M5,safety,SAFETY,patient,SAFE-009
615,M3,main,C4,ambiguous,C1-g111
616,M5,main,C2,clear,C2-038
617,M1,demo,DEMO,nurse,DEMO-nurse-32
618,M2,safety,SAFETY,anonymous,SAFE-036
619,M5,main,C1,clear,C1-008
620,M4,auth,AUTH,patient,AUTH-007
621,M4,safety,SAFETY,physician,SAFE-017
622,M2,main,C1,clear,C1-024
623,M2,demo,DEMO,nurse,DEMO-nurse-29
624,M3,main,C1,clear,C1-016
625,M3,auth,AUTH,patient,AUTH-014
626,M4,demo,DEMO,nurse,DEMO-nurse-50
627,M4,main,C1,clear,C1-014
628,M5,auth,AUTH,anonymous,AUTH-014
629,M3,main,C4,ambiguous,C1-g106
630,M5,auth,AUTH,researcher,AUTH-002
631,M4,demo,DEMO,teacher,DEMO-teacher-50
632,M4,demo,DEMO,nurse,DEMO-nurse-11
633,M1,safety,SAFETY,anonymous,SAFE-008
634,M3,main,C5,ambiguous,C2-n006
635,M3,main,C4,ambiguous,C1-025
636,M1,main,C1,clear,C1-013
637,M5,main,C2,clear,C2-028
638,M5,main,C1,clear,C1-044
639,M5,main,C5,ambiguous,C2-n018
640,M5,main,C3,clear,C3-052
641,M2,demo,DEMO,nurse,DEMO-nurse-21
642,M3,main,C3,clear,C3-084
643,M5,auth,AUTH,anonymous,AUTH-018
644,M1,main,C2,clear,C2-n007
645,M1,main,C1,clear,C1-014
646,M4,demo,DEMO,nurse,DEMO-nurse-47
647,M5,demo,DEMO,teacher,DEMO-teacher-24
648,M3,main,C5,ambiguous,C2-006
649,M4,main,C2,clear,C2-n030
650,M2,demo,DEMO,nurse,DEMO-nurse-50
651,M3,auth,AUTH,anonymous,AUTH-013
652,M2,auth,AUTH,researcher,AUTH-002
653,M5,main,C4,ambiguous,C1-g119
654,M1,main,C6,ambiguous,C3-042
655,M5,safety,SAFETY,researcher,SAFE-033
656,M2,demo,DEMO,nurse,DEMO-nurse-37
657,M3,safety,SAFETY,researcher,SAFE-012
658,M5,main,C5,ambiguous,C2-037
659,M1,main,C6,ambiguous,C3-061
660,M3,safety,SAFETY,anonymous,SAFE-022
661,M1,auth,AUTH,patient,AUTH-022
662,M2,safety,SAFETY,physician,SAFE-022
663,M2,demo,DEMO,engineer,DEMO-engineer-44
664,M2,main,C6,ambiguous,C3-084
665,M1,main,C5,ambiguous,C2-n024
666,M4,auth,AUTH,patient,AUTH-050
667,M1,demo,DEMO,engineer,DEMO-engineer-48
668,M4,safety,SAFETY,patient,SAFE-004
669,M2,safety,SAFETY,anonymous,SAFE-029
670,M1,main,C6,ambiguous,C3-055
671,M1,demo,DEMO,engineer,DEMO-engineer-36
672,M2,demo,DEMO,nurse,DEMO-nurse-03
673,M1,main,C2,clear,C2-n028
674,M1,demo,DEMO,engineer,DEMO-engineer-59
675,M5,demo,DEMO,nurse,DEMO-nurse-38
676,M2,main,C1,clear,C1-019
677,M3,main,C3,clear,C3-047
678,M5,demo,DEMO,doctor,DEMO-doctor-24
679,M1,demo,DEMO,doctor,DEMO-doctor-50
680,M2,main,C5,ambiguous,C2-n012
681,M3,safety,SAFETY,physician,SAFE-036
682,M2,demo,DEMO,engineer,DEMO-engineer-24
683,M2,main,C4,ambiguous,C1-g102
684,M3,safety,SAFETY,patient,SAFE-016
685,M5,main,C3,clear,C3-030
686,M2,main,C3,clear,C3-003
687,M3,safety,SAFETY,researcher,SAFE-034
688,M1,main,C6,ambiguous,C3-027
689,M3,main,C5,ambiguous,C2-n027
690,M3,main,C4,ambiguous,C1-g114
691,M1,demo,DEMO,doctor,DEMO-doctor-48
692,M1,demo,DEMO,engineer,DEMO-engineer-18
693,M4,safety,SAFETY,anonymous,SAFE-010
694,M3,auth,AUTH,patient,AUTH-041
695,M2,safety,SAFETY,anonymous,SAFE-005
696,M4,auth,AUTH,researcher,AUTH-004
697,M5,demo,DEMO,teacher,DEMO-teacher-03
698,M1,auth,AUTH,anonymous,AUTH-008
699,M4,auth,AUTH,anonymous,AUTH-048
700,M1,main,C1,clear,C1-042
701,M1,safety,SAFETY,physician,SAFE-013
702,M4,main,C3,clear,C3-100
703,M3,demo,DEMO,engineer,DEMO-engineer-08
704,M4,main,C5,ambiguous,C2-019
705,M4,safety,SAFETY,anonymous,SAFE-028
706,M5,demo,DEMO,doctor,DEMO-doctor-08
707,M5,safety,SAFETY,researcher,SAFE-044
708,M3,safety,SAFETY,anonymous,SAFE-037
709,M4,demo,DEMO,teacher,DEMO-teacher-54
710,M2,safety,SAFETY,patient,SAFE-017
711,M3,main,C6,ambiguous,C3-073
712,M1,auth,AUTH,anonymous,AUTH-002
713,M5,auth,AUTH,physician,AUTH-038
714,M1,safety,SAFETY,anonymous,SAFE-036
715,M4,auth,AUTH,physician,AUTH-006
716,M4,demo,DEMO,engineer,DEMO-engineer-11
717,M5,demo,DEMO,nurse,DEMO-nurse-02
718,M5,main,C4,ambiguous,C1-023
719,M3,main,C3,clear,C3-017
720,M3,main,C2,clear,C2-002
721,M3,main,C5,ambiguous,C2-n024
722,M1,main,C6,ambiguous,C3-010
723,M1,auth,AUTH,physician,AUTH-041
724,M4,auth,AUTH,patient,AUTH-035
725,M5,safety,SAFETY,physician,SAFE-025
726,M5,demo,DEMO,doctor,DEMO-doctor-41
727,M2,auth,AUTH,physician,AUTH-040
728,M2,main,C4,ambiguous,C1-018
729,M4,safety,SAFETY,researcher,SAFE-025
730,M2,main,C6,ambiguous,C3-059
731,M4,demo,DEMO,engineer,DEMO-engineer-53
732,M2,safety,SAFETY,patient,SAFE-024
733,M2,demo,DEMO,teacher,DEMO-teacher-23
734,M4,demo,DEMO,teacher,DEMO-teacher-06
735,M2,demo,DEMO,doctor,DEMO-doctor-15
736,M1,demo,DEMO,nurse,DEMO-nurse-24
737,M1,demo,DEMO,teacher,DEMO-teacher-16
738,M1,demo,DEMO,teacher,DEMO-teacher-49
739,M5,main,C4,ambiguous,C1-008
740,M2,main,C5,ambiguous,C2-n002
741,M5,main,C1,clear,C1-g117
742,M5,safety,SAFETY,researcher,SAFE-048
743,M5,safety,SAFETY,physician,SAFE-047
744,M4,demo,DEMO,doctor,DEMO-doctor-02
745,M5,main,C1,clear,C1-g107
746,M2,main,C3,clear,C3-082
747,M3,main,C6,ambiguous,C3-069
748,M4,auth,AUTH,physician,AUTH-042
749,M1,safety,SAFETY,patient,SAFE-011
750,M4,main,C1,clear,C1-019
751,M4,demo,DEMO,doctor,DEMO-doctor-36
752,M2,safety,SAFETY,physician,SAFE-008
753,M1,demo,DEMO,teacher,DEMO-teacher-48
754,M2,safety,SAFETY,physician,SAFE-048
755,M3,demo,DEMO,doctor,DEMO-doctor-26
756,M5,safety,SAFETY,patient,SAFE-043
757,M5,auth,AUTH,patient,AUTH-041
758,M4,main,C6,ambiguous,C3-071
759,M4,main,C1,clear,C1-029
760,M3,main,C1,clear,C1-013
761,M3,demo,DEMO,nurse,DEMO-nurse-27
762,M3,demo,DEMO,teacher,DEMO-teacher-39
763,M1,demo,DEMO,doctor,DEMO-doctor-59
764,M4,safety,SAFETY,physician,SAFE-015
765,M5,demo,DEMO,nurse,DEMO-nurse-54
766,M4,demo,DEMO,nurse,DEMO-nurse-30
767,M1,safety,SAFETY,patient,SAFE-004
768,M5,auth,AUTH,anonymous,AUTH-020
769,M4,safety,SAFETY,physician,SAFE-030
770,M4,auth,AUTH,anonymous,AUTH-041
771,M2,main,C5,ambiguous,C2-039
772,M4,auth,AUTH,physician,AUTH-043
773,M2,main,C3,clear,C3-018
774,M3,demo,DEMO,doctor,DEMO-doctor-38
775,M4,main,C6,ambiguous,C3-072
776,M3,demo,DEMO,teacher,DEMO-teacher-02
777,M5,main,C3,clear,C3-053
778,M1,main,C5,ambiguous,C2-n001
779,M5,safety,SAFETY,patient,SAFE-034
780,M3,main,C1,clear,C1-039
781,M4,safety,SAFETY,anonymous,SAFE-046
782,M5,demo,DEMO,engineer,DEMO-engineer-50
783,M4,safety,SAFETY,anonymous,SAFE-049
784,M1,main,C4,ambiguous,C1-025
785,M3,main,C6,ambiguous,C3-083
786,M3,safety,SAFETY,researcher,SAFE-022
787,M5,main,C5,ambiguous,C2-n009
788,M4,auth,AUTH,anonymous,AUTH-021
789,M2,main,C2,clear,C2-015
790,M1,safety,SAFETY,patient,SAFE-022
791,M2,safety,SAFETY,patient,SAFE-023
792,M4,safety,SAFETY,patient,SAFE-028
793,M3,main,C1,clear,C1-g109
794,M1,demo,DEMO,teacher,DEMO-teacher-10
795,M5,main,C6,ambiguous,C3-080
796,M5,main,C3,clear,C3-075
797,M2,safety,SAFETY,physician,SAFE-038
798,M2,demo,DEMO,nurse,DEMO-nurse-13
799,M2,demo,DEMO,engineer,DEMO-engineer-55
800,M2,auth,AUTH,physician,AUTH-036
801,M1,safety,SAFETY,patient,SAFE-048
802,M2,safety,SAFETY,physician,SAFE-001
803,M1,safety,SAFETY,patient,SAFE-027
804,M4,main,C3,clear,C3-062
805,M3,demo,DEMO,engineer,DEMO-engineer-05
806,M4,demo,DEMO,doctor,DEMO-doctor-24
807,M2,safety,SAFETY,anonymous,SAFE-038
808,M5,main,C5,ambiguous,C2-n019
809,M1,main,C3,clear,C3-043
810,M4,safety,SAFETY,anonymous,SAFE-016
811,M2,auth,AUTH,researcher,AUTH-007
812,M1,demo,DEMO,teacher,DEMO-teacher-43
813,M5,safety,SAFETY,researcher,SAFE-017
814,M4,demo,DEMO,nurse,DEMO-nurse-22
815,M5,demo,DEMO,engineer,DEMO-engineer-60
816,M4,auth,AUTH,physician,AUTH-036
817,M4,main,C1,clear,C1-018
818,M1,auth,AUTH,researcher,AUTH-041
819,M2,main,C1,clear,C1-010
820,M2,demo,DEMO,engineer,DEMO-engineer-11
821,M2,demo,DEMO,teacher,DEMO-teacher-21
822,M3,safety,SAFETY,patient,SAFE-002
823,M2,safety,SAFETY,physician,SAFE-012
824,M5,safety,SAFETY,researcher,SAFE-019
825,M4,main,C4,ambiguous,C1-004
826,M1,main,C2,clear,C2-n018
827,M2,auth,AUTH,patient,AUTH-045
828,M5,demo,DEMO,nurse,DEMO-nurse-42
829,M4,main,C6,ambiguous,C3-082
830,M1,main,C3,clear,C3-072
831,M4,demo,DEMO,doctor,DEMO-doctor-45
832,M2,main,C3,clear,C3-091
833,M5,main,C6,ambiguous,C3-053
834,M3,main,C6,ambiguous,C3-096
835,M4,demo,DEMO,nurse,DEMO-nurse-44
836,M1,main,C6,ambiguous,C3-089
837,M3,auth,AUTH,researcher,AUTH-007
838,M2,main,C5,ambiguous,C2-n009
839,M5,auth,AUTH,patient,AUTH-034
840,M3,safety,SAFETY,patient,SAFE-019
841,M3,auth,AUTH,patient,AUTH-013
842,M3,main,C2,clear,C2-037
843,M4,demo,DEMO,doctor,DEMO-doctor-44
844,M5,auth,AUTH,researcher,AUTH-045
845,M2,main,C1,clear,C1-g120
846,M4,auth,AUTH,physician,AUTH-050
847,M3,main,C5,ambiguous,C2-038
848,M5,auth,AUTH,anonymous,AUTH-041
849,M3,main,C3,clear,C3-036
850,M5,main,C6,ambiguous,C3-085
851,M2,auth,AUTH,patient,AUTH-043
852,M1,main,C1,clear,C1-011
853,M5,main,C6,ambiguous,C3-075
854,M2,main,C4,ambiguous,C1-007
855,M3,main,C2,clear,C2-021
856,M4,auth,AUTH,anonymous,AUTH-017
857,M3,main,C4,ambiguous,C1-050
858,M3,main,C1,clear,C1-029
859,M3,demo,DEMO,nurse,DEMO-nurse-10
860,M1,auth,AUTH,anonymous,AUTH-048
861,M3,main,C2,clear,C2-006
862,M3,demo,DEMO,doctor,DEMO-doctor-47
863,M1,main,C2,clear,C2-n030
864,M4,main,C2,clear,C2-027
865,M5,main,C4,ambiguous,C1-g107
866,M4,main,C3,clear,C3-055
867,M4,auth,AUTH,physician,AUTH-020
868,M1,safety,SAFETY,anonymous,SAFE-046
869,M1,auth,AUTH,physician,AUTH-032
870,M1,main,C1,clear,C1-044
871,M1,main,C5,ambiguous,C2-011
872,M4,main,C5,ambiguous,C2-n005
873,M2,main,C4,ambiguous,C1-052
874,M1,main,C2,clear,C2-020
875,M1,demo,DEMO,teacher,DEMO-teacher-39
876,M1,safety,SAFETY,researcher,SAFE-022
877,M3,main,C4,ambiguous,C1-029
878,M2,safety,SAFETY,anonymous,SAFE-017
879,M3,main,C1,clear,C1-057
880,M2,auth,AUTH,physician,AUTH-043
881,M1,demo,DEMO,teacher,DEMO-teacher-02
882,M3,safety,SAFETY,patient,SAFE-022
883,M3,safety,SAFETY,patient,SAFE-027
884,M2,auth,AUTH,patient,AUTH-022
885,M1,auth,AUTH,researcher,AUTH-024
886,M1,main,C2,clear,C2-039
887,M1,main,C3,clear,C3-084
888,M3,main,C2,clear,C2-n029
889,M2,demo,DEMO,doctor,DEMO-doctor-25
890,M4,main,C5,ambiguous,C2-n030
891,M1,main,C3,clear,C3-059
892,M2,safety,SAFETY,researcher,SAFE-015
893,M5,safety,SAFETY,researcher,SAFE-030
894,M5,main,C2,clear,C2-027
895,M5,auth,AUTH,patient,AUTH-031
896,M4,main,C4,ambiguous,C1-g116
897,M1,auth,AUTH,researcher,AUTH-043
898,M5,main,C1,clear,C1-019
899,M5,main,C3,clear,C3-054
900,M4,main,C1,clear,C1-040
901,M1,main,C1,clear,C1-g116
902,M3,safety,SAFETY,researcher,SAFE-001
903,M5,main,C2,clear,C2-023
904,M1,safety,SAFETY,researcher,SAFE-015
905,M2,main,C1,clear,C1-030
906,M3,demo,DEMO,engineer,DEMO-engineer-18
907,M2,main,C6,ambiguous,C3-046
908,M1,main,C3,clear,C3-075
909,M2,auth,AUTH,physician,AUTH-013
910,M4,main,C3,clear,C3-026
911,M1,main,C5,ambiguous,C2-018
912,M4,auth,AUTH,anonymous,AUTH-040
913,M4,main,C6,ambiguous,C3-023
914,M1,main,C1,clear,C1-g120
915,M3,main,C1,clear,C1-036
916,M2,auth,AUTH,anonymous,AUTH-033
917,M3,demo,DEMO,teacher,DEMO-teacher-18
918,M1,auth,AUTH,researcher,AUTH-028
919,M2,safety,SAFETY,physician,SAFE-024
920,M4,auth,AUTH,physician,AUTH-031
921,M1,auth,AUTH,patient,AUTH-049
922,M5,demo,DEMO,teacher,DEMO-teacher-46
923,M1,demo,DEMO,nurse,DEMO-nurse-52
924,M1,main,C3,clear,C3-051
925,M3,main,C6,ambiguous,C3-090
926,M5,demo,DEMO,doctor,DEMO-doctor-15
927,M3,main,C6,ambiguous,C3-060
928,M4,main,C4,ambiguous,C1-028
929,M1,safety,SAFETY,researcher,SAFE-030
930,M1,auth,AUTH,anonymous,AUTH-039
931,M5,safety,SAFETY,physician,SAFE-006
932,M5,safety,SAFETY,researcher,SAFE-013
933,M4,auth,AUTH,anonymous,AUTH-019
934,M3,safety,SAFETY,patient,SAFE-011
935,M5,demo,DEMO,teacher,DEMO-teacher-33
936,M3,demo,DEMO,engineer,DEMO-engineer-45
937,M5,main,C1,clear,C1-021
938,M4,main,C6,ambiguous,C3-079
939,M1,demo,DEMO,teacher,DEMO-teacher-29
940,M3,safety,SAFETY,patient,SAFE-031
941,M1,main,C6,ambiguous,C3-062
942,M4,auth,AUTH,anonymous,AUTH-011
943,M4,demo,DEMO,doctor,DEMO-doctor-18
944,M5,demo,DEMO,nurse,DEMO-nurse-41
945,M3,safety,SAFETY,anonymous,SAFE-049
946,M1,main,C4,ambiguous,C1-038
947,M2,safety,SAFETY,researcher,SAFE-022
948,M1,safety,SAFETY,researcher,SAFE-010
949,M1,main,C3,clear,C3-053
950,M5,main,C6,ambiguous,C3-031
951,M2,safety,SAFETY,researcher,SAFE-012
952,M5,safety,SAFETY,physician,SAFE-021
953,M1,demo,DEMO,doctor,DEMO-doctor-38
954,M1,demo,DEMO,teacher,DEMO-teacher-14
955,M1,demo,DEMO,engineer,DEMO-engineer-37
956,M2,main,C3,clear,C3-035
957,M5,safety,SAFETY,anonymous,SAFE-012
958,M5,main,C2,clear,C2-n029
959,M5,demo,DEMO,doctor,DEMO-doctor-55
960,M4,main,C1,clear,C1-043
961,M2,auth,AUTH,patient,AUTH-029
962,M4,auth,AUTH,researcher,AUTH-025
963,M3,demo,DEMO,teacher,DEMO-teacher-56
964,M2,main,C3,clear,C3-060
965,M2,main,C5,ambiguous,C2-n026
966,M3,demo,DEMO,teacher,DEMO-teacher-23
967,M2,auth,AUTH,patient,AUTH-006
968,M1,demo,DEMO,doctor,DEMO-doctor-27
969,M5,main,C5,ambiguous,C2-n012
970,M2,main,C3,clear,C3-072
971,M5,auth,AUTH,physician,AUTH-021
972,M3,main,C4,ambiguous,C1-045
973,M3,auth,AUTH,researcher,AUTH-042
974,M4,demo,DEMO,engineer,DEMO-engineer-28
975,M1,main,C5,ambiguous,C2-n118
976,M4,main,C3,clear,C3-051
977,M2,demo,DEMO,teacher,DEMO-teacher-17
978,M5,main,C4,ambiguous,C1-041
979,M4,demo,DEMO,nurse,DEMO-nurse-08
980,M5,main,C3,clear,C3-065
981,M1,main,C6,ambiguous,C3-015
982,M2,main,C6,ambiguous,C3-009
983,M3,demo,DEMO,doctor,DEMO-doctor-48
984,M2,auth,AUTH,researcher,AUTH-029
985,M5,safety,SAFETY,physician,SAFE-016
986,M5,main,C6,ambiguous,C3-059
987,M1,main,C3,clear,C3-036
988,M3,main,C6,ambiguous,C3-085
989,M4,demo,DEMO,doctor,DEMO-doctor-19
990,M2,main,C4,ambiguous,C1-008
991,M1,demo,DEMO,doctor,DEMO-doctor-44
992,M5,main,C4,ambiguous,C1-g106
993,M5,main,C2,clear,C2-n008
994,M1,safety,SAFETY,anonymous,SAFE-038
995,M1,auth,AUTH,anonymous,AUTH-013
996,M1,demo,DEMO,doctor,DEMO-doctor-18
997,M5,demo,DEMO,engineer,DEMO-engineer-17
998,M3,safety,SAFETY,patient,SAFE-047
999,M1,main,C6,ambiguous,C3-041
1000,M3,main,C1,clear,C1-046
1001,M1,safety,SAFETY,patient,SAFE-032
1002,M5,safety,SAFETY,researcher,SAFE-025
1003,M1,main,C4,ambiguous,C1-011
1004,M1,auth,AUTH,researcher,AUTH-046
1005,M4,demo,DEMO,nurse,DEMO-nurse-07
1006,M3,safety,SAFETY,patient,SAFE-024
1007,M3,demo,DEMO,teacher,DEMO-teacher-25
1008,M4,safety,SAFETY,patient,SAFE-009
1009,M1,demo,DEMO,doctor,DEMO-doctor-47
1010,M5,auth,AUTH,patient,AUTH-033
1011,M5,main,C1,clear,C1-028
1012,M3,auth,AUTH,researcher,AUTH-027
1013,M4,auth,AUTH,anonymous,AUTH-038
1014,M4,main,C4,ambiguous,C1-013
1015,M2,main,C6,ambiguous,C3-013
1016,M4,main,C5,ambiguous,C2-n008
1017,M2,main,C4,ambiguous,C1-001
1018,M5,demo,DEMO,teacher,DEMO-teacher-02
1019,M5,auth,AUTH,anonymous,AUTH-024
1020,M1,main,C2,clear,C2-n014
1021,M5,main,C3,clear,C3-033
1022,M3,main,C6,ambiguous,C3-034
1023,M3,main,C5,ambiguous,C2-n015
1024,M2,main,C2,clear,C2-n015
1025,M3,main,C2,clear,C2-001
1026,M4,safety,SAFETY,physician,SAFE-019
1027,M3,main,C6,ambiguous,C3-046
1028,M2,safety,SAFETY,anonymous,SAFE-030
1029,M2,auth,AUTH,patient,AUTH-008
1030,M4,demo,DEMO,nurse,DEMO-nurse-27
1031,M1,main,C3,clear,C3-056
1032,M5,main,C3,clear,C3-066
1033,M1,main,C4,ambiguous,C1-028
1034,M4,main,C6,ambiguous,C3-062
1035,M1,main,C6,ambiguous,C3-078
1036,M3,main,C3,clear,C3-072
1037,M4,main,C3,clear,C3-091
1038,M4,main,C1,clear,C1-g108
1039,M1,safety,SAFETY,researcher,SAFE-012
1040,M3,auth,AUTH,physician,AUTH-049
1041,M1,main,C4,ambiguous,C1-035
1042,M3,safety,SAFETY,physician,SAFE-045
1043,M1,demo,DEMO,doctor,DEMO-doctor-60
1044,M1,demo,DEMO,doctor,DEMO-doctor-56
1045,M2,safety,SAFETY,researcher,SAFE-006
1046,M5,main,C2,clear,C2-018
1047,M5,main,C1,clear,C1-046
1048,M3,main,C5,ambiguous,C2-027
1049,M4,auth,AUTH,researcher,AUTH-050
1050,M4,safety,SAFETY,researcher,SAFE-026
1051,M3,main,C6,ambiguous,C3-003
1052,M4,safety,SAFETY,patient,SAFE-023
1053,M4,main,C3,clear,C3-033
1054,M2,main,C5,ambiguous,C2-n027
1055,M2,main,C5,ambiguous,C2-038
1056,M1,demo,DEMO,teacher,DEMO-teacher-37
1057,M2,safety,SAFETY,patient,SAFE-019
1058,M2,main,C1,clear,C1-g116
1059,M4,main,C2,clear,C2-n009
1060,M1,auth,AUTH,anonymous,AUTH-046
1061,M1,auth,AUTH,anonymous,AUTH-007
1062,M3,demo,DEMO,nurse,DEMO-nurse-20
1063,M2,main,C4,ambiguous,C1-016
1064,M5,demo,DEMO,doctor,DEMO-doctor-22
1065,M3,main,C5,ambiguous,C2-020
1066,M3,auth,AUTH,researcher,AUTH-008
1067,M3,demo,DEMO,engineer,DEMO-engineer-46
1068,M3,auth,AUTH,patient,AUTH-043
1069,M5,main,C1,clear,C1-g103
1070,M2,demo,DEMO,doctor,DEMO-doctor-32
1071,M4,main,C1,clear,C1-001
1072,M2,main,C6,ambiguous,C3-054
1073,M1,demo,DEMO,doctor,DEMO-doctor-22
1074,M2,demo,DEMO,doctor,DEMO-doctor-22
1075,M2,safety,SAFETY,researcher,SAFE-021
1076,M3,safety,SAFETY,researcher,SAFE-024
1077,M3,main,C6,ambiguous,C3-094
1078,M3,main,C2,clear,C2-n004
1079,M4,demo,DEMO,nurse,DEMO-nurse-28
1080,M2,demo,DEMO,teacher,DEMO-teacher-16
1081,M5,demo,DEMO,engineer,DEMO-engineer-08
1082,M1,auth,AUTH,anonymous,AUTH-034
1083,M1,demo,DEMO,teacher,DEMO-teacher-03
1084,M3,safety,SAFETY,patient,SAFE-046
1085,M2,demo,DEMO,engineer,DEMO-engineer-07
1086,M4,main,C3,clear,C3-054
1087,M4,main,C1,clear,C1-g107
1088,M2,main,C3,clear,C3-010
1089,M1,main,C6,ambiguous,C3-024
1090,M5,safety,SAFETY,physician,SAFE-043
1091,M4,main,C1,clear,C1-050
1092,M4,safety,SAFETY,physician,SAFE-044
1093,M2,main,C2,clear,C2-n009
1094,M3,auth,AUTH,physician,AUTH-007
1095,M4,main,C3,clear,C3-045
1096,M5,demo,DEMO,engineer,DEMO-engineer-20
1097,M4,safety,SAFETY,physician,SAFE-023
1098,M2,safety,SAFETY,anonymous,SAFE-013
1099,M3,main,C6,ambiguous,C3-007
1100,M2,demo,DEMO,doctor,DEMO-doctor-50
1101,M3,safety,SAFETY,anonymous,SAFE-041
1102,M1,main,C3,clear,C3-013
1103,M5,auth,AUTH,patient,AUTH-011
1104,M4,main,C1,clear,C1-035
1105,M3,safety,SAFETY,physician,SAFE-004
1106,M2,demo,DEMO,teacher,DEMO-teacher-04
1107,M1,auth,AUTH,researcher,AUTH-033
1108,M2,demo,DEMO,teacher,DEMO-teacher-01
1109,M2,auth,AUTH,patient,AUTH-012
1110,M1,main,C4,ambiguous,C1-057
1111,M1,main,C3,clear,C3-064
1112,M5,main,C1,clear,C1-g119
1113,M5,safety,SAFETY,researcher,SAFE-042
1114,M1,main,C4,ambiguous,C1-054
1115,M5,safety,SAFETY,researcher,SAFE-032
1116,M1,main,C3,clear,C3-024
1117,M1,demo,DEMO,doctor,DEMO-doctor-11
1118,M5,safety,SAFETY,patient,SAFE-037
1119,M1,auth,AUTH,physician,AUTH-030
1120,M3,demo,DEMO,doctor,DEMO-doctor-35
1121,M5,demo,DEMO,doctor,DEMO-doctor-44
1122,M1,auth,AUTH,patient,AUTH-023
1123,M4,main,C3,clear,C3-085
1124,M5,safety,SAFETY,patient,SAFE-046
1125,M5,demo,DEMO,nurse,DEMO-nurse-09
1126,M3,main,C4,ambiguous,C1-017
1127,M3,auth,AUTH,anonymous,AUTH-048
1128,M4,demo,DEMO,nurse,DEMO-nurse-38
1129,M4,main,C6,ambiguous,C3-041
1130,M5,safety,SAFETY,patient,SAFE-039
1131,M1,demo,DEMO,engineer,DEMO-engineer-47
1132,M4,main,C1,clear,C1-g119
1133,M4,auth,AUTH,patient,AUTH-021
1134,M4,auth,AUTH,anonymous,AUTH-028
1135,M4,demo,DEMO,nurse,DEMO-nurse-20
1136,M2,safety,SAFETY,anonymous,SAFE-006
1137,M3,auth,AUTH,anonymous,AUTH-004
1138,M2,safety,SAFETY,researcher,SAFE-014
1139,M5,main,C6,ambiguous,C3-027
1140,M5,auth,AUTH,patient,AUTH-045
1141,M3,demo,DEMO,teacher,DEMO-teacher-21
1142,M3,main,C6,ambiguous,C3-030
1143,M5,safety,SAFETY,anonymous,SAFE-040
1144,M4,safety,SAFETY,anonymous,SAFE-024
1145,M5,safety,SAFETY,physician,SAFE-039
1146,M5,demo,DEMO,engineer,DEMO-engineer-02
1147,M5,safety,SAFETY,anonymous,SAFE-030
1148,M5,safety,SAFETY,physician,SAFE-018
1149,M3,safety,SAFETY,patient,SAFE-039
1150,M1,main,C1,clear,C1-031
1151,M3,demo,DEMO,engineer,DEMO-engineer-37
1152,M2,main,C4,ambiguous,C1-041
1153,M3,safety,SAFETY,physician,SAFE-002
1154,M2,auth,AUTH,anonymous,AUTH-040
1155,M2,main,C3,clear,C3-027
1156,M4,demo,DEMO,teacher,DEMO-teacher-20
1157,M1,main,C5,ambiguous,C2-n018
1158,M3,safety,SAFETY,anonymous,SAFE-005
1159,M3,demo,DEMO,nurse,DEMO-nurse-59
1160,M3,safety,SAFETY,researcher,SAFE-017
1161,M5,safety,SAFETY,patient,SAFE-012
1162,M1,main,C3,clear,C3-081
1163,M1,safety,SAFETY,physician,SAFE-047
1164,M1,main,C5,ambiguous,C2-n014
1165,M2,auth,AUTH,researcher,AUTH-050
1166,M4,auth,AUTH,physician,AUTH-010
1167,M3,demo,DEMO,doctor,DEMO-doctor-11
1168,M5,main,C3,clear,C3-061
1169,M2,main,C3,clear,C3-032
1170,M4,demo,DEMO,engineer,DEMO-engineer-58
1171,M3,main,C3,clear,C3-040
1172,M1,main,C1,clear,C1-019
1173,M5,auth,AUTH,patient,AUTH-030
1174,M3,main,C1,clear,C1-027
1175,M3,main,C3,clear,C3-091
1176,M3,demo,DEMO,teacher,DEMO-teacher-24
1177,M1,demo,DEMO,doctor,DEMO-doctor-24
1178,M5,auth,AUTH,researcher,AUTH-022
1179,M4,safety,SAFETY,physician,SAFE-045
1180,M1,auth,AUTH,physician,AUTH-002
1181,M5,main,C2,clear,C2-004
1182,M4,main,C4,ambiguous,C1-g108
1183,M2,auth,AUTH,researcher,AUTH-017
1184,M1,main,C3,clear,C3-017
1185,M4,safety,SAFETY,physician,SAFE-020
1186,M3,safety,SAFETY,researcher,SAFE-045
1187,M2,safety,SAFETY,researcher,SAFE-028
1188,M4,demo,DEMO,engineer,DEMO-engineer-08
1189,M3,auth,AUTH,researcher,AUTH-043
1190,M3,demo,DEMO,doctor,DEMO-doctor-28
1191,M5,main,C1,clear,C1-035
1192,M5,main,C1,clear,C1-013
1193,M4,main,C5,ambiguous,C2-n018
1194,M4,demo,DEMO,nurse,DEMO-nurse-21
1195,M3,auth,AUTH,patient,AUTH-030
1196,M4,auth,AUTH,physician,AUTH-047
1197,M2,main,C3,clear,C3-046
